asa_code,regex,explanation
747022,"747022: Asking data node (?<unit_name>\S+) to quit because it failed (?<interface>\S+) health check (?<x>\S+) times \(last failure on (?<y>\S+)\), rejoin will be attempted after (?<interface_name>\S+) min\.$",This syslog message occurs when the maximum number of rejoin attempts has not been exceeded. A data unit has disabled clustering because of an interface health check failure for the specified amount of time. This unit will re-enable itself automatically after the specified amount of time (ms).
747023,"747023: Control node (?<italic_text>.+) is quitting due to Security Service Module health check failure, and control node's Security Service Card state is (?<italic_text_2>.+)\. Rejoin will be attempted after (?<italic_text_3>.+) minutes\.$",SSM health check failure on data unit; control unit asks data unit to quit with rejoin.
747024,"747024: Asking data node (?<italic_text>.+) to quit due to Security Service Module health check failure, and its Security Service Module state is (?<italic_text_2>.+)\. The data node will decide whether to rejoin based on the configurations\.$",SSM health check failure on data unit; control unit asks data unit to quit. The data unit would decide whether to rejoin or not.
747026,"747026: New cluster member (?<unit_name>\S+) rejected due to cluster (?<interface>\S+) name mismatch \((?<ifc_name>\S+) on new unit, (?<ifc_name_2>\S+) on local unit\)$",A control unit found a joining unit that has an incompatible cluster control link interface name.
747028,"747028: Found unit (?<unit_name>\S+)'s (?<interface>\S+)\-mode is (?<mode_name>\S+), different from mine (?<mode_name_2>\S+), ask it to quit\.$","A control unit found a joining unit that has an incompatible interface-mode, either spanned or individual."
747037,"747037: Asking data node (?<data_node_name>\S+) to quit due to its Security Service Module health check failure (?<num>\S+) times, and its Security Service Module state is (?<state>\S+)\. Rejoin will be attempted after (?<minutes>\S+) minutes\.$",SSM health check failure on data unit; control unit asks data unit to quit with rejoin.
747038,"747038: Asking data node (?<node_name>\S+) to quit due to its Security Service Module health check failure (?<num>\S+) times, and its Security Service Card state is (?<module>\S+)\. Clustering must be manually enabled on the unit to rejoin\.$",SSM health check failure on data; control unit asks data unit to quit with rejoin.
747041,"747041: Control node (?<unit_name>\S+) is quitting due to (?<interface_2>\S+) health check failure on (?<italic_text>.+), (?<num_times>\S+) times\. Clustering must be manually enabled on this unit to rejoin\.$",Interface health check failure on control unit; control unit kicks itself out with rejoin.
748102,"748102: Control node (?<unit_id>\S+) is quitting due to (?<application_name>\S+) Application health check failure, and control node's (?<application>\S+) state is (?<status>\S+)$",Application health check detects that the control unit is not healthy. The control unit will leave the cluster group.
748103,"748103: Asking data node (?<unit_id>\S+) to quit due to (?<application_name>\S+) Application health check failure, and data node's (?<application>\S+) state is (?<status>\S+)$",Application health check detects that the data unit is not healthy. Control unit will evict the data node.
750005,"750005: Local: (?<italic_text>.+) Remote: (?<italic_text_2>.+) Username: (?<user>\S+) IPsec rekey collision detected\. I am lowest nonce (?<initiator>\S+), deleting SA with inbound SPI (?<spi>\S+)$","A rekey collision was detected (both peers trying to initiate a rekey at the same time), and it was resolved by keeping the one initiated by this Secure Firewall ASA because it had the lowest nonce. This action caused the indicated SA referenced by the SPI to be deleted."
750014,"750014: Local:(?<italic_text>.+):(?<italic_text_2>.+) Remote:(?<italic_text_3>.+):(?<italic_text_4>.+) Username:(?<italic_text_5>.+) IKEv2 Session aborted\. Reason: Initial Contact received for Local ID: (?<italic_text_6>.+), Remote ID: (?<italic_text_7>.+) from remote peer:(?<italic_text_8>.+):(?<italic_text_9>.+) to (?<italic_text_10>.+):(?<italic_text_11>.+)$","For ASA IKEv2, the initial contact (IC) processing is done based on peer IP/Port and ASA IP/Port pairs and the stale sessions get deleted based on these IP/Port pairs. This could be a problem with NAT as IP/Port of peer may change for connections and the stale sessions would not get cleaned up based on IP/Port pairs. As per the IKEv2 RFC , the Initial Contact processing will be switched to use Identity pairs so that the stale sessions can be identified based on peer and ASA identities and clear them. The identities can be IPs, hostnames, Certificate DNs, and so on. This syslog displays the exact reason for clearing the stale sessions. This syslog will be generated on ASA after clearing a stale session from a peer while negotiating a new IKEv2 session with the same peer. This syslog is applicable only for standalone and clustering site-to-site VPNs and not for RA."
751005,"751005: (?<anyconnect>\S+) client reconnect authentication failed\. Session ID: (?<session_id>\S+), Error: (?<error>\S+)$",A failure occurred during an AnyConnect client reconnection attempt using the session token.
751008,"751008: Group=(?<group>\S+), Tunnel rejected: IKEv2 not enabled in group policy$","IKE version 2 is not allowed based on the enabled protocols for the indicated group to which a connection attempt was mapped, and the connection was rejected."
751024,"751024: IPv6 User Filter (?<tempipv6>\S+) configured\. This setting has been deprecated, terminating connection$","The IPv6 VPN filter has been deprecated and if it is configured instead of a unified filter for IPv6 traffic access control, the connection will be terminated."
751027,"751027: Received INVALID_SELECTORS Notification\. Peer received a packet \(SPI= (?<spi>\S+)\)\. The decapsulated inner packet didn't match the negotiated policy in the SA\. Packet destination (?<pkt_daddr>\S+), port (?<pkt_dest_port>\S+), source (?<pkt_saddr>\S+), port (?<pkt_src_port>\S+), protocol (?<pkt_prot>\S+)\.$",A peer received a packet on an IPsec security association (SA) that did not match the negotiated traffic descriptors for that SA. The peer sent an INVALID_SELECTORS notification containing the SPI and packet data for the offending packet.
752017,"752017: IKEv2 Backup L2L tunnel initiation denied on (?<interface_2>\S+) (?<interface>\S+) matching crypto map (?<name>\S+), sequence number (?<number>\S+) \. Unsupported configuration\.$",The Secure Firewall ASA uses IKEv1 to initiate the connection because IKEv2 does not support the backup L2L feature.
768001,"768001: QUOTA: (?<resource>\S+) utilization is high: requested (?<req>\S+), current (?<curr>\S+), warning level (?<level>\S+)$","A system resource allocation level has reached its warning threshold. In the case of a management session, the resource is simultaneous administrative sessions."
768002,"768002: QUOTA: (?<resource>\S+) quota exceeded: requested (?<req>\S+), current (?<curr>\S+), limit (?<limit>\S+)$","A request for a system resource would have exceeded its configured limit and was denied. In the case of a management session, the maximum number of simultaneous administrative sessions on the system has been reached."
768003,"768003: QUOTA: (?<management_session>\S+) quota exceeded for (?<user_2>\S+) (?<user>\S+): current (?<g_3>\S+),(?<user_3>\S+) limit (?<g_3_2>\S+)$",The current management session exceeded the configured limits for the user.
768004,"768004: QUOTA: (?<management_session>\S+) quota exceeded for (?<ssh_telnet_http>\S+) protocol: current (?<g_2>\S+), protocol limit (?<g_2_2>\S+)$","The maximum number of management sessions for the protocol - ssh, telnet, or http exceeded the configured limit."
769004,"769004: UPDATE: (?<asa>\S+) image '(?<src_file>\S+)' failed verification, reason: (?<failure_reason>\S+)$",The image failed verification from either the copy command or verify command.
770001,"770001: (?<resource>\S+) resource allocation is more than the permitted limit of (?<limit>\S+)\. If this condition persists, the (?<asa>\S+) will be rebooted$",The CPU or memory resource allocation for the Secure Firewall ASA virtual machine has exceeded the allowed limit for this platform. This condition does not occur unless the setting for the Secure Firewall ASA virtual machine has been changed from that specified in the software downloaded from Cisco.com.
770002,"770002: (?<resource>\S+) resource allocation is more than the permitted limit of (?<limit>\S+), (?<device>\S+) will be rebooted$",The CPU or memory resource allocation for the Secure Firewall ASA virtual machine has exceeded the allowed limit for this platform. This condition does not occur unless the setting for the Secure Firewall ASA virtual machine has been changed from that specified in the software downloaded from Cisco.com. The Secure Firewall ASA will continue to reboot if the resource allocation is not changed.
771001,"771001: CLOCK: System clock set, source: (?<src>\S+), before: (?<time>\S+), after: (?<time_2>\S+)$",The system clock was set from a local source.
771002,"771002: CLOCK: System clock set, source: (?<src>\S+), IP: (?<ip>\S+), before: (?<time>\S+), after: (?<time_2>\S+)$",The system clock was set from a remote source.
771003,"771003: CLOCK: Hardware clock UIP bit is set to 1, for (?<duration>\S+) secs, start time (?<duration_2>\S+) secs, end time (?<duration_3>\S+) secs\. Read clock time from linux system clock$",Rate-limited.
772002,"772002: PASSWORD: (?<console>\S+) login warning, (?<user_2>\S+) (?<user>\S+), cause: password expired$","A user logged into the system console with an expired password, which is permitted to avoid system lockout."
772003,"772003: PASSWORD: (?<session>\S+) login failed, (?<user_2>\S+) (?<user>\S+), IP (?<ip>\S+), cause: password expired$",A user logged tried to log into the system with an expired password and was denied access.
772004,"772004: PASSWORD: (?<session>\S+) login failed, (?<user_2>\S+) (?<user>\S+), IP (?<ip>\S+), cause: password expired$",A user logged tried to log into the system with an expired password and was denied access.
774002,"774002: POST: error '(?<err>\S+)', func '(?<func>\S+)', engine (?<eng>\S+), algorithm (?<alg>\S+), mode (?<mode>\S+), dir (?<dir>\S+), key len (?<len>\S+)$",The crypto service provider failed the power on self-test.
776201,"776201: CTS Env: PAC for Server (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), A\-ID (?<pac_issuer_name>\S+) will expire in (?<number>\S+) days$",A CTS PAC is nearing its expiration date.
776202,"776202: CTS Env: PAC for Server (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), A\-ID (?<pac_issuer_name>\S+) has expired$",A CTS PAC has expired.
776203,"776203: CTS Env: Unable to retrieve data from (?<source_type>\S+): (?<source>\S+), (?<reason>\S+)$",The ASA was unable to retrieve the CTS environment data and SGT name table for one of the following reasons:
776204,"776204: CTS Env: Data from (?<source>\S+) has expired, policies based on security\-group names are enforced using old mappings$","The CTS environment data and SGT name table have expired, which is likely to occur after unresolved environment data retrieval failures have occurred."
776301,"776301: CTS Policy: Security\-group tag (?<sgt>\S+) is mapped to security\-group name ""(?<sgname>\S+)""$","The security group tag referenced in the policy is known and the lookup in the security group table is successful. As a result, the tag name mapping is derived."
776303,"776303: CTS Policy: Security\-group name ""(?<sgname>\S+)"" is resolved to security\-group tag (?<sgt>\S+)$","The securitygroup name referenced in the policy was resolved and the lookup in the security group table was successful. As a result, the tag derived from the table is used for policy enforcement."
776304,"776304: CTS Policy: Unresolved security\-group name ""(?<sgname>\S+)"" referenced, policies based on this name will be inactive$","The securitygroup name referenced in the policy cannot be resolved to a tag and the lookup in the security group table failed. AS a result, the policy referencing the name is inactive, but remains in the configuration."
776307,"776307: CTS Policy: Security\-group name for security\-group tag (?<sgt>\S+) renamed from ""(?<old_sgname>\S+)"" to ""(?<new_sgname>\S+)""$","In the newly downloaded security group table on the ASA, a change in the security group name for a security group tag was detected; however, there was no change in policy status."
776308,"776308: CTS Policy: Previously unknown security\-group tag (?<sgt>\S+) is now mapped to security\-group name ""(?<sgname>\S+)""$","In the newly downloaded security group table on the ASA, a previously unknown security group tag was found in the table; however, there was no change in policy status."
776310,"776310: CTS Policy: Security\-group name ""(?<sgname>\S+)"" remapped from security\-group tag (?<old_sgt>\S+) to (?<new_sgt>\S+)$","In the newly downloaded security group table on the ASA, a change in the security group tag for a security group name was detected. All policies referencing the name are updated to reflect the new tag, and policies are enforced based on the new tag."
776311,"776311: CTS Policy: Previously unresolved security\-group name ""(?<sgname>\S+)"" is now resolved to security\-group tag (?<sgt>\S+)$","In the newly downloaded security group table on the ASA, a previously unresolved security group name was resolved to a tag, and the new tag can be used to enforce policies."
776312,"776312: CTS Policy: Previously resolved security\-group name ""(?<sgname>\S+)"" is now unresolved, policies based on this name will be deactivated$","In the newly downloaded security group table on the ASA, a previously resolved security group name no longer exists. As a result, all policies based on this security group name become inactive, but remain in the configuration."
776313,"776313: CTS Policy: Failure to update policies for security\-group ""(?<sgname>\S+)""\->(?<sgt>\S+)$",An error was encountered in updating the policies. Policy enforcement will continue based on old tag values and is no longer accurate.
779002,"779002: STS: STS and NAT locate different egress (?<interface>\S+) for segment\-id (?<segment_id>\S+), (?<protocol>\S+) from (?<ifc_name>\S+):(?<ip_address>\S+)/(?<port>\S+) to (?<ip_address_2>\S+)/(?<port_2>\S+)\. Packet was discarded$","The Secure Firewall ASA tries to create a connection for a VXLAN packet, but the STS lookup table and NAT policy locate a different egress interface."
801003,"801003: Dropping ICMP type=(?<number>\S+), code=(?<code>\S+) from (?<address>\S+) to (?<address_2>\S+) on (?<interface>\S+) (?<interface_name>\S+)$",Dropping ICMP.
803001,"(?:803001: bypass is continuing after power up, no protection will be provided by the system for traffic over (?<interface>\S+)|%ASA-\d+-803001: bypass is continuing after power up, no protection will be provided by the system for traffic over (?<gigabitethernet>\S+) 1/3\-1/4)$",Informational message to the user that the hardware bypass will be continued after bootup.
803002,(?:803002: no protection will be provided by the system for traffic over (?<interface>\S+)|%ASA-\d+-803002: no protection will be provided by the system for traffic over (?<gigabitethernet>\S+) 1/3\-1/4)$,Informational message to the user that hardware bypass is manually enabled.
803003,(?:803003: User disabled bypass manually on (?<interface>\S+)|%ASA-\d+-803003: User disabled bypass manually on (?<gigabitethernet>\S+) 1/3\-1/4\.)$,Informational message to the user that hardware bypass is manually disabled.
815002,"815002: Denied packet, hard limit, (?<hard_limit_value>\S+), for object\-group search exceeded for (?<udp>\S+) from (?<source>\S+):(?<source_ip_address>\S+)/(?<port>\S+) to (?<destination>\S+):(?<destination_ip_address>\S+)/(?<port_2>\S+)$","When object-group-search threshold (by default threshold is 10K) is configured in ASA, and if any OGS search crosses 10k limit, packets are dropped and this message is generated."
840001,"840001: Failed to create the backup for an IKEv2 session \(Local:(?<local_ip>\S+):(?<local_port>\S+) SPI:(?<index>\S+), Remote:(?<remote_ip>\S+):(?<remote_port>\S+) SPI:(?<index_2>\S+)\)$","In the high-availability setup of distributed site-to-site VPN, an attempt to create a backup session is made when a IKEv2 session is established or when the cluster membership changes. However, the attempt may fail for reasons such as capacity limit. Hence this message is generated on the unit of a session owner whenever it is notified of failing to create a backup."
870001,"870001: policy\-route path\-monitoring, remote peer (?<interface_name>\S+):(?<ip_address>\S+) (?<reachable_status>\S+)$",This message appears to display whether the interface on the policy based route identified through path monitoring is reacheable or not:
880001,"880001: Ingress ifc (?<ingress_interface>\S+), For traffic \[(?<source_ipaddress>\S+)\->(?<destination_ipaddress>\S+)\], PBR picked (?<outside_interface_1>\S+) as its (?<metric_type>\S+) metrics became better than (?<outside_interface_2>\S+)$","This message is generated whenever the interface chosen is different from previous while forwarding the traffic. Where, metric-types are jitter, cost, mos, packet loss, rtt."
338103,33810[34]: Dynamic filter (?<action>\S+) whitelisted (?<transport>\S+) traffic from (?<src_interface>\S+):(?<src_ip>[0-9.]+)\/(?<src_port>[0-9]+).* to (?<dest_interface>\S+):(?<dest_ip>[0-9.]+)\/(?<dest_port>[0-9]+).*resolved from (?<list_id>\S+) list: (?<list_ip>\S+),"Traffic from an IP address, which is on an allow list in the dynamic filter database, has appeared."
338104,33810[34]: Dynamic filter (?<action>\S+) whitelisted (?<transport>\S+) traffic from (?<src_interface>\S+):(?<src_ip>[0-9.]+)\/(?<src_port>[0-9]+).* to (?<dest_interface>\S+):(?<dest_ip>[0-9.]+)\/(?<dest_port>[0-9]+).*resolved from (?<list_id>\S+) list: (?<list_ip>\S+),"Traffic to an IP address, which is on an allow list in the dynamic filter database, has appeared."
722001,72200[13]: *IP +(?:\<\s*)?(?<src_ip>[^\>\s]+)(?:\s*\>)?,The request from the SVC was invalid.
722003,72200[13]: *IP +(?:\<\s*)?(?<src_ip>[^\>\s]+)(?:\s*\>)?,The user took too long to download and connect.
722010,72201[012]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^\s\>]+)(?:\s*\>)?\s+SVC\s+Message\s*:\s*(?<message_type>\d+)\s*\/\s*\S+\s*:\s*(?<message>.+?)[\s\.]*$,The SVC issued a message.
722011,72201[012]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^\s\>]+)(?:\s*\>)?\s+SVC\s+Message\s*:\s*(?<message_type>\d+)\s*\/\s*\S+\s*:\s*(?<message>.+?)[\s\.]*$,The SVC issued a message.
722012,72201[012]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^\s\>]+)(?:\s*\>)?\s+SVC\s+Message\s*:\s*(?<message_type>\d+)\s*\/\s*\S+\s*:\s*(?<message>.+?)[\s\.]*$,The SVC issued a message.
722032,72203[2-4]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^>\s]+)(?:\s*\>)?\s+\S+\s*(?<transport>\S+)?\s+SVC\s+connection(?:\s+(?<vendor_action>\S+))?,A new SVC connection is replacing an existing one. You may be having trouble connecting.
722033,72203[2-4]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^>\s]+)(?:\s*\>)?\s+\S+\s*(?<transport>\S+)?\s+SVC\s+connection(?:\s+(?<vendor_action>\S+))?,The first SVC connection was established for the SVC session.
722034,72203[2-4]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^>\s]+)(?:\s*\>)?\s+\S+\s*(?<transport>\S+)?\s+SVC\s+connection(?:\s+(?<vendor_action>\S+))?,A reconnection attempt has occurred. An SVC connection is replacing a previously closed connection. There is no existing connection for this session because the connection was already dropped by the SVC or the Secure Firewall ASA. You may be having trouble connecting.
722053,72205[35]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^\>\s]+)(?:\s*\>)?(?:\s+Unknown)?\s+(?:client\s+(?:\<\s*)?(?<user_agent>[^\>]+)(?:\s*\>)?\s+connection|Client\s+Type\s*:\s+?<user_agent_ALT>(.+))?,An unknown or unsupported SSL VPN client has connected to the Secure Firewall ASA. Older clients include the Cisco SVC and the Cisco AnyConnect client earlier than Version 2.3.1.
722055,72205[35]: *Group +(?:\<\s*)?(?<group>[^\>]+)(?:\s*\>)?\s+User\s+(?:\<\s*)?(?<user>[^\>\s]+)(?:\s*\>)?\s+IP\s+(?:\<\s*)?(?<src_ip>[^\>\s]+)(?:\s*\>)?(?:\s+Unknown)?\s+(?:client\s+(?:\<\s*)?(?<user_agent>[^\>]+)(?:\s*\>)?\s+connection|Client\s+Type\s*:\s+?<user_agent_ALT>(.+))?,The indicated user is attempting to connect with the given user-agent.
103001,103001: \(Primary\) No response from other firewall \(reason code = (?<code>\S+)\)\.$,The primary unit is unable to communicate with the secondary unit over the failover cable. Primary can also be listed as Secondary for the secondary unit. The following table lists the reason codes and the descriptions to determine why the failover occurred.
103002,103002: \(Primary\) Other firewall network (?<interface>\S+) (?<interface_number>\S+) OK\.$,The primary unit has detected that the network interface on the secondary unit is okay. Primary can also be listed as Secondary for the secondary unit.
103003,103003: \(Primary\) Other firewall network (?<interface>\S+) (?<interface_number>\S+) failed\.$,The primary unit has detected a bad network interface on the secondary unit. Primary can also be listed as Secondary for the secondary unit.
103004,103004: \(Primary\) Other firewall reports this firewall failed\. (?<reason_string>.+)$,The primary unit received a message from the secondary unit indicating that the primary unit has failed. Primary can also be listed as Secondary for the secondary unit. The reason can be one of the following:
103005,103005: \(Primary\) Other firewall reporting failure\. Reason: (?<ssm_card_failure>\S+)$,The secondary unit has reported an SSM card failure to the primary unit. Primary can also be listed as Secondary for the secondary unit.
103006,103006: \(Primary\|Secondary\) Mate version (?<ver_num>\S+) is not compatible with ours (?<ver_num_2>\S+)\.$,The Secure Firewall ASA has detected a peer unit that is running a version that is different than the local unit and is not compatible with the HA Hitless Upgrade feature.
103007,103007: \(Primary\|Secondary\) Mate version (?<ver_num>\S+) is not identical with ours (?<ver_num_2>\S+)\.$,"The Secure Firewall ASA has detected that the peer unit is running a version that is not identical, but supports Hitless Upgrade and is compatible with the local unit. The system performance may be degraded because the image version is not identical, and the Secure Firewall ASA may develop a stability issue if the nonidentical image runs for an extended period."
103008,103008: (?<host>\S+) Mate hwdib index (?<idx>\S+) is not identical with ours\.$,The number of interfaces on the active and standby units is not the same.
104500,104500: \(Primary\|Secondary\) Switching to ACTIVE \- switch reason: (?<reason>\S+)$,This HA unit is assuming the Active role for the Cloud HA pair. Possible values for the reason string are:
104501,104501: \(Primary\|Secondary\) Switching to BACKUP \- switch reason: (?<reason>\S+)$,This HA unit is assuming the Backup role for the Cloud HA pair. Possible values for the reason string are:
105003,105003: \(Primary\) Monitoring on (?<interface>\S+) (?<interface_name>\S+) waiting$,The Secure Firewall ASA is testing the specified network interface with the other unit of the failover pair. Primary can also be listed as Secondary for the secondary unit.
105004,105004: \(Primary\) Monitoring on (?<interface>\S+) (?<interface_name>\S+) normal$,The test of the specified network interface was successful. Primary can also be listed as Secondary for the secondary unit.
105005,105005: \(Primary\) Lost Failover communications with mate on (?<interface>\S+) (?<interface_name>\S+)$,One unit of the failover pair can no longer communicate with the other unit of the pair. Primary can also be listed as Secondary for the secondary unit.
105008,105008: \(Primary\) Testing Interface (?<interface_name>\S+)$,Testing of a specified network interface has occurred. This testing is performed only if the Secure Firewall ASA fails to receive a message from the standby unit on that interface after the expected interval. Primary can also be listed as Secondary for the secondary unit.
105009,105009: \(Primary\) Testing on (?<interface>\S+) (?<interface_name>\S+) (?:Passed|Failed)$,The result (either Passed or Failed) of a previous interface test has been reported. Primary can also be listed as Secondary for the secondary unit.
105021,105021: \(Failover_unit\) Standby unit failed to sync due to a locked (?<context_name>\S+) config\. Lock held by (?<lock_owner_name>\S+)$,"During configuration synchronization, a standby unit will reload itself if some other process locks the configuration for more than five minutes, which prevents the failover process from applying the new configuration. This can occur when an administrator pages through a running configuration on the standby unit while configuration synchronization is in process. See also the show running-config command in privileged EXEC mode and the pager lines num command in global configuration mode in the Command Reference Guides."
105022,105022: \((?<host>\S+)\) Config replication failed with reason = (?<reason>\S+)$,"When high availability replication fails, the message is generated. Where,"
105031,105031: Failover LAN (?<interface>\S+) is up$,The LAN failover interface link is up.
105032,105032: LAN Failover (?<interface>\S+) is down$,The LAN failover interface link is down.
105035,105035: Receive a LAN failover (?<interface>\S+) down msg from peer\.$,The peer LAN failover interface link is down. The unit switches to active mode if it is in standby mode.
105037,105037: \((?<italic_text>.+)\) Both units are switching back and forth as the active unit$,"The primary and standby units are switching back and forth as the active unit, indicating a LAN failover connectivity problem or software bug exists."
105042,105042: \(Primary\) Failover (?<interface>\S+) OK$,The interface that sends failover messages could go down when physical status of the failover link is down or when L2 connectivity between the failover peers is lost resulting in dropping of ARP packets. This message is generated after restoring the L2 ARP connectivity.
105043,105043: \(Primary\) Failover (?<interface>\S+) failed$,This syslog is generated when physical status of the failover link is down or when L2 connectivity between the failover peers is lost. The disconnection results in loss of ARP packets flowing between the units.
105044,105044: \(Primary\) Mate operational mode \((?<mode>\S+)\) is not compatible with my mode \((?<mode_2>\S+)\)\.$,"When the operational mode (single or multiple) does not match between failover peers, failover will be disabled."
105045,105045: \(Primary\) Mate license \((?<number_contexts>\S+)\) is not compatible with my license \((?<number_contexts_2>\S+)\)\.$,"When the feature licenses do not match between failover peers, failover will be disabled."
105047,105047: Mate has a (?<io_card_name1>\S+) card in slot (?<slot_number>\S+) which is different from my (?<io_card_name2>\S+)$,The two failover units have different types of cards in their respective slots.
105048,105048: \((?<unit>\S+)\) Mate's service module \((?<application>\S+)\) is different from mine \((?<application_2>\S+)\)\.$,The failover process detected that different applications are running on the service modules in the active and standby units. The two failover units are incompatible if different service modules are used.
105050,105050: (host) Number of Ethernet interfaces on Standby unit (?<ph_1>\S+) is less than number on Active unit (?<ph_3>\S+)\.$,Number of Ethernet interfaces on standby unit is less than that on active unit.
105503,105503: \(Primary\|Secondary\) Internal state changed from (?<previous_state>\S+) to (?<new_state>\S+)$,There was a change to the internal HA state.
105504,105504: \(Primary\|Secondary\) Connected to peer (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)):(?<port>\S+)$,This HA unit has established communication with its HA peer.
105505,105505: \(Primary\|Secondary\) Failed to connect to peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)):(?<port>\S+)$,This HA unit has failed to establish communication with its HA peer.
105508,105508: \(Primary\|Secondary\) Error creating failover connection socket for port (?<port>\S+)$,An internal error occurred while attempting to create a socket on the Active unit for exchanging failover control messages with the Backup unit.
105511,105511: \(Primary\|Secondary\) Incomplete read of message header of message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): (?<bytes>\S+) bytes read of expected (?<header_length>\S+) header byte$,An error occurred while attempting to receive a failover control message to the peer unit.
105513,105513: \(Primary\|Secondary\) Incomplete read of message body of message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): (?<bytes>\S+) bytes read of expected (?<message_length>\S+) message body bytes$,An error occurred while attempting to receive a failover control message to the peer unit.
105516,105516: \(Primary\|Secondary\) Incomplete read of message header of (?<message_name>\S+) message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): (?<bytes>\S+) bytes read of expected (?<header_length>\S+) header bytes$,An error occurred while attempting to receive a failover control message to the peer unit.
105518,105518: \(Primary\|Secondary\) Incomplete read of message body of (?<message_name>\S+) message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): (?<bytes>\S+) bytes read of expected (?<message_length>\S+) message body bytes$,An error occurred while attempting to receive a failover control message to the peer unit.
105522,105522: \(Primary\|Secondary\) Updating route\-table (?<route_table_name>\S+)$,The Active unit has started the process of updating an Azure route-table.
105523,105523: \(Primary\|Secondary\) Updated route\-table (?<route_table_name>\S+)$,The Active unit has completed the process of updating an Azure route-table.
105526,105526: \(Primary\|Secondary\) Unexpected status in response to access token request: (?<status>\S+) \((?<status_string>.+)\)$,A response to an Azure access token request was received but the HTTP status code in the response was not 200 (OK).
105530,105530: \(Primary\|Secondary\) No response to access token request from (?<url>\S+)$,Azure route-table information was not able to be obtained for an Azure route-table change.
105531,105531: \(Primary\|Secondary\) Failed to obtain route\-table information needed for change request for route\-table (?<route_table_name>\S+)$,Azure route-table information was not able to be obtained for an Azure route-table change.
105532,105532: \(Primary\|Secondary\) Unexpected status in response to route\-table change request for route\-table (?<route_table_name>\S+): (?<status>\S+) \((?<status_string>.+)\)$,A response to an Azure route-tablechange request was received but the HTTP status code in the response was not 200 (OK).
105533,105533: \(Primary\|Secondary\) Failure reading response to route\-table change request for route\-table (?<route_table_name>\S+)$,An internal error occurred while receiving a response to an Azure route-table change request.
